Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
0,2,4,0,2,1,1,14,16,8259
0,2,4,0,2,1,1,13,14,4124
0,2,4,0,2,1,2,4,8,6445
0,0,12,2,1,1,2,8,14,9568
0,0,12,2,1,1,1,15,16,7878
0,0,12,2,1,1,2,8,16,16342
0,0,12,2,1,1,2,4,9,3720
0,0,12,2,1,1,10,14,16,23110
0,3,7,0,1,1,1,6,8,15496
0,3,7,0,1,1,1,15,16,19008
0,3,7,0,1,1,3,4,12,10609
0,2,4,1,2,0,4,5,9,1410
0,2,4,1,2,0,1,2,15,15433
0,2,4,1,2,0,1,2,13,15269
0,2,4,1,2,0,5,8,14,5291
0,6,17,1,0,1,1,15,16,11755
0,6,17,1,0,1,6,10,16,20193
0,6,17,1,0,1,6,8,10,12101
0,6,6,1,0,1,6,8,14,11965
1,5,16,0,2,1,5,8,14,8806
0,0,20,0,0,0,1,2,11,11384
0,0,20,0,0,0,1,2,16,4000
0,0,6,1,1,1,2,3,15,10103
0,3,16,0,3,1,1,2,11,7892
1,3,0,1,0,1,8,14,17,7986
1,0,14,2,3,1,2,4,9,16025
1,0,14,2,3,1,5,6,8,7103
0,2,14,1,0,0,2,3,10,12963
0,0,5,1,3,0,1,2,15,19055
0,0,5,1,3,0,1,2,5,19462
0,0,5,1,3,0,1,2,5,19095
0,0,5,1,3,0,1,2,5,18977
0,0,5,1,3,0,1,2,15,19672
0,0,5,1,3,0,1,2,5,19346
0,4,10,1,2,0,1,2,14,19018
1,2,14,2,3,1,4,5,8,2757
0,0,0,2,3,0,8,13,14,8063
0,0,0,2,3,0,1,2,5,7580
0,0,0,2,3,0,2,5,12,6956
0,2,17,0,3,0,1,5,15,15274
0,0,20,0,3,0,1,2,15,11572
0,0,4,0,3,0,8,14,17,7780
0,0,4,0,3,0,1,8,17,19467
0,3,4,1,4,0,1,8,17,11499
0,3,4,1,4,0,1,14,16,7629
0,3,4,1,4,0,1,15,17,11634
0,0,4,0,3,1,1,15,16,15553
0,0,4,0,3,1,1,5,15,19418
0,0,4,0,3,1,1,8,9,15164
0,0,4,0,3,1,1,5,6,15731
0,0,4,0,3,1,2,4,8,12988
0,0,4,0,3,1,2,5,12,13014
0,0,4,0,3,1,5,8,14,6932
0,0,4,0,3,1,6,8,14,20630
0,0,4,0,3,1,1,6,16,11766
1,3,9,0,0,0,6,8,13,20528
1,3,9,0,0,0,1,2,14,11375
1,3,9,0,0,0,1,6,14,19349
0,3,17,1,2,0,2,8,16,12748
0,2,4,2,2,0,1,15,16,11794
0,3,2,1,3,0,1,15,16,11471
0,0,12,1,2,1,1,2,15,15713
0,0,12,1,2,1,2,3,10,16456
0,0,12,1,2,1,1,15,18,8218
0,0,12,1,2,1,4,5,8,3446
0,0,0,1,2,1,1,2,15,8103
0,0,0,1,2,1,1,2,15,11554
0,0,5,2,2,1,1,2,11,15886
0,0,5,2,2,1,1,2,15,11551
0,0,5,2,2,1,1,2,6,12127
0,0,5,2,2,1,1,11,15,7910
0,0,5,2,2,1,2,4,9,6582
0,0,5,2,2,1,1,2,13,15336
0,0,5,2,2,1,5,14,17,8744
0,0,5,2,2,1,15,16,17,21326
0,0,5,2,2,1,2,15,16,9530
0,5,3,1,0,1,1,8,17,15387
0,5,3,1,0,1,1,2,5,15481
0,5,3,1,0,1,3,4,9,10807
0,5,3,1,0,1,8,14,17,8017
0,5,3,1,0,1,5,8,17,8903
0,0,5,1,2,0,1,6,14,15162
0,0,5,1,2,0,1,11,16,11821
0,0,5,1,2,0,2,4,9,9637
0,0,5,1,2,0,1,2,9,15305
0,0,5,1,2,0,1,2,9,12118
0,0,5,1,2,0,1,5,9,12021
0,0,5,1,2,0,1,2,15,11446
0,0,0,2,3,0,4,9,15,2825
0,0,0,2,3,0,1,2,15,7967
0,3,18,1,1,0,1,6,8,19072
0,3,18,1,1,0,1,5,12,15196
0,3,18,1,1,0,1,2,5,15511
0,3,18,1,1,0,1,2,5,15346
0,5,2,1,3,1,2,4,8,16186
0,3,20,2,4,1,8,15,16,2270
0,3,20,2,4,1,2,4,15,16124
0,6,17,1,0,1,11,13,16,6042
0,6,17,1,0,1,1,2,15,15391
0,2,4,2,1,0,1,2,14,19125
0,2,4,2,1,0,1,2,15,11845
0,2,4,2,1,0,1,2,15,7779
0,2,4,2,1,0,1,2,15,7812
0,2,4,2,1,0,1,2,15,7648
0,2,4,2,1,0,8,14,16,5977
0,2,4,2,1,0,8,13,16,1958
0,2,4,2,1,0,1,6,14,7770
0,2,4,2,1,0,1,2,15,4366
0,2,4,2,1,0,1,2,4,3944
0,2,4,2,1,0,3,4,12,2976
0,2,4,2,1,0,1,15,18,4463
0,2,4,2,1,0,10,13,16,14617
1,3,16,1,2,0,5,14,17,8702
1,6,1,2,3,0,1,5,6,15638
1,6,1,2,3,0,2,5,14,10089
1,0,12,2,0,0,5,8,14,6981
1,0,12,2,0,0,3,4,5,13709
1,0,12,2,0,0,1,14,16,11827
1,0,12,2,0,0,3,4,5,10775
1,0,12,2,0,0,4,5,9,3532
1,6,12,1,2,1,5,8,17,5320
1,6,12,1,2,1,3,4,5,13579
0,6,0,1,4,0,1,2,15,11643
1,2,4,1,4,1,3,4,12,13219
1,2,4,1,4,1,3,4,12,10951
1,2,4,1,4,1,3,4,12,8277
1,2,4,1,4,1,2,3,4,10005
1,2,4,1,4,1,1,2,15,19674
1,2,4,1,4,1,1,11,15,15249
0,0,12,0,1,0,3,4,5,10849
0,0,12,0,1,0,1,2,6,15915
0,0,12,0,1,0,1,2,9,7595
0,0,12,0,1,0,8,13,15,7837
0,0,12,0,1,0,1,2,14,15748
0,0,12,0,1,0,1,2,15,15897
0,0,12,0,1,0,1,5,15,11567
0,2,4,1,1,0,1,6,15,8072
0,3,0,1,0,1,1,8,17,19195
0,3,0,1,0,1,1,6,8,3829
0,3,11,2,2,0,8,14,17,9946
0,3,11,2,2,0,1,5,17,11506
0,3,11,2,2,0,8,14,16,5879
0,3,11,2,2,0,1,2,15,11686
0,0,1,1,2,0,5,6,11,5363
1,5,0,0,1,0,1,2,15,11456
1,5,0,0,1,0,2,6,15,13018
0,1,20,0,3,0,2,4,9,9999
0,1,20,0,3,0,2,3,10,16032
0,1,20,0,3,0,3,4,12,8353
0,1,20,0,3,0,8,14,17,8030
0,2,11,1,4,0,1,8,17,19687
0,2,11,1,4,0,1,15,16,15601
0,2,11,1,4,0,1,2,15,19346
0,2,11,1,4,0,1,5,6,19370
0,0,2,1,2,0,1,2,5,18966
0,0,2,1,2,0,1,6,16,15515
0,5,7,0,2,1,2,4,9,9795
0,5,7,0,2,1,1,2,15,11745
1,0,2,1,3,1,1,2,9,12023
1,2,4,2,0,0,1,2,5,15449
1,2,4,2,0,0,3,4,5,11069
1,2,4,2,0,0,5,8,14,8625
1,2,4,2,0,0,5,12,14,7146
1,2,4,2,0,0,1,2,14,8081
0,0,7,0,2,1,1,6,14,19079
0,3,0,1,2,1,1,2,15,15644
1,0,5,2,2,0,1,5,18,12076
1,0,0,2,1,0,1,8,17,15650
1,0,0,2,1,0,2,4,8,6401
0,3,14,1,1,1,5,11,12,6856
0,3,13,1,3,1,1,2,9,15273
1,1,9,1,2,1,2,3,4,16201
1,1,9,1,2,1,3,4,5,10568
1,6,0,1,4,1,6,10,13,20008
0,0,0,2,2,0,1,6,13,11908
0,0,0,2,2,0,6,10,13,12450
0,0,0,2,2,0,1,2,5,15639
0,0,0,2,2,0,8,14,16,8035
0,0,0,2,2,0,1,14,17,11933
0,6,16,1,2,1,4,5,8,2859
0,6,16,1,2,1,8,14,17,7940
0,0,7,1,3,1,1,6,13,15302
1,0,14,2,1,0,1,2,5,19386
0,1,12,0,0,1,5,14,17,8841
0,1,12,0,0,1,2,4,5,9591
0,1,12,0,0,1,5,8,14,5233
0,1,12,0,0,1,1,2,5,15583
0,0,7,1,0,0,1,15,16,11884
0,0,4,2,2,0,1,15,16,15909
0,0,4,2,2,0,1,2,14,15469
0,0,4,2,2,0,3,4,12,8001
0,0,4,2,2,0,5,8,14,6883
0,0,4,2,2,0,1,11,15,15331
0,0,4,2,2,0,1,13,14,15318
0,0,4,2,2,0,1,15,16,15385
0,0,4,2,2,0,1,2,15,15518
0,0,4,2,2,0,3,4,12,5620
0,0,4,2,2,0,2,4,12,6698
0,0,0,2,3,0,3,4,5,5439
0,0,0,2,3,0,1,2,15,11712
0,0,0,2,3,0,3,4,12,2756
0,0,0,2,3,0,5,9,14,3620
0,0,0,2,3,0,1,2,15,3887
0,1,7,2,3,1,6,8,10,12303
0,1,7,2,3,1,1,2,14,19188
0,1,7,2,3,1,1,2,15,15610
0,1,7,2,3,1,1,15,16,15503
0,1,7,2,3,1,1,2,15,19553
0,1,7,2,3,1,4,5,12,2059
0,3,17,1,4,1,1,2,15,15745
0,3,17,1,4,1,1,14,16,7802
0,2,14,1,2,0,2,14,15,12995
0,2,14,1,2,0,1,2,15,15809
0,3,17,2,2,1,1,2,9,19109
0,3,17,2,2,1,1,6,8,19385
0,3,17,2,2,1,1,14,15,15395
0,3,17,2,2,1,2,8,18,6358
0,3,17,2,2,1,2,3,4,12911
0,6,0,1,1,1,11,15,16,6051
0,6,0,1,1,1,1,11,15,3888
0,6,0,1,1,1,1,11,15,19639
0,3,17,2,1,0,1,2,11,15245
0,3,17,2,1,0,1,14,17,15212
0,3,17,2,1,0,1,15,16,19635
0,3,17,2,1,0,1,14,16,11786
0,3,17,2,1,0,1,2,5,19048
0,3,17,2,1,0,1,2,15,11690
0,3,17,2,1,0,6,10,13,19911
1,0,1,2,2,1,1,2,5,15872
1,0,1,2,2,1,3,4,5,8077
1,0,1,2,2,1,1,5,9,15437
1,0,1,2,2,1,1,5,8,11695
1,0,1,2,2,1,8,13,14,6064
0,6,16,1,0,1,1,2,9,19101
0,5,13,1,1,1,6,10,13,12224
0,3,7,1,4,0,6,8,16,8466
0,3,7,1,4,0,1,15,16,19184
0,3,7,1,4,0,1,2,15,11654
0,3,7,1,4,0,1,15,17,15215
0,3,7,1,4,0,1,14,17,11464
0,4,7,1,4,0,1,15,17,11962
0,4,7,1,4,0,1,5,9,11952
0,3,12,0,2,1,1,2,15,11668
0,3,12,0,2,1,8,15,16,2070
0,3,12,0,2,1,5,6,8,6910
0,3,12,0,2,1,5,8,14,3676
0,3,12,0,2,1,1,5,6,7755
0,3,12,0,2,1,5,8,14,7174
0,3,12,0,2,1,1,2,16,12126
0,3,12,0,2,1,1,2,13,8326
0,3,12,0,2,1,1,2,14,4272
0,3,12,0,2,1,3,4,12,8352
0,2,1,2,3,1,3,4,5,2780
0,2,7,1,1,0,1,2,11,4524
0,0,17,2,1,0,11,13,16,4710
0,2,4,1,0,0,1,15,16,19479
0,0,1,1,1,1,1,2,16,11908
0,0,1,1,1,1,1,2,6,11750
0,0,1,1,1,1,6,8,16,12135
0,0,0,1,3,1,5,14,17,7063
0,0,0,1,3,1,1,2,9,19524
1,6,3,2,3,1,1,2,9,12119
1,6,3,2,3,1,1,2,14,11387
1,6,3,2,3,1,1,6,8,15291
0,1,0,2,2,0,1,2,15,8074
0,1,0,2,2,0,1,8,17,19376
0,1,0,2,2,0,8,16,17,8024
0,1,0,2,2,0,5,13,14,3678
0,1,0,2,2,0,6,10,13,12560
1,6,20,1,3,1,1,2,15,11810
0,0,6,1,2,1,2,5,8,12705
0,0,6,1,2,1,1,2,5,19600
0,0,6,1,2,1,1,2,15,8062
0,0,6,1,2,1,1,8,17,15906
0,1,20,2,2,1,15,16,17,20953
0,1,20,2,2,1,1,2,15,19465
0,1,20,2,2,1,1,2,9,15477
0,1,20,2,2,1,1,15,16,11479
0,1,20,2,2,1,1,8,17,15345
0,1,20,2,2,1,1,5,6,19159
0,1,20,2,2,1,1,2,15,11994
0,1,20,2,2,1,1,2,6,7978
0,1,20,2,2,1,1,2,16,11717
0,1,20,2,2,1,3,4,12,13195
0,1,20,2,2,1,3,4,5,10741
0,1,20,2,2,1,3,4,5,8295
0,1,20,2,2,1,3,4,12,13421
0,1,20,2,2,1,5,12,14,7133
0,1,20,2,2,1,5,14,16,7189
0,3,14,2,2,1,1,15,16,19219
0,3,14,2,2,1,1,2,15,11672
0,3,14,2,2,1,1,11,15,11580
0,3,14,2,2,1,4,5,15,2169
0,3,14,2,2,1,5,6,8,5356
0,3,14,2,2,1,1,5,6,15416
0,3,14,2,2,1,5,8,14,3608
0,3,14,2,2,1,8,14,17,9886
1,3,9,1,2,1,1,2,9,11377
1,3,9,1,2,1,1,2,15,11600
0,0,5,2,4,1,1,2,5,15236
0,0,7,1,3,0,1,5,15,7948
0,0,7,1,3,0,3,4,5,8343
0,0,7,1,3,0,2,3,10,9828
0,0,7,1,3,0,5,14,17,8761
0,0,7,1,3,0,1,15,17,15911
0,0,7,1,3,0,5,14,16,5169
1,0,7,1,0,1,8,14,17,9880
0,0,4,0,3,0,1,2,5,15700
0,0,4,0,3,0,1,15,16,19368
0,0,4,0,3,0,1,2,15,3897
0,0,4,0,3,0,1,2,9,15569
0,0,4,0,3,0,1,2,6,15371
0,0,4,0,3,0,5,8,17,2049
0,0,4,0,3,0,1,6,14,19087
0,0,4,0,3,0,2,4,5,3742
0,0,4,0,3,0,5,12,14,2016
0,0,12,2,2,0,1,2,9,19557
0,0,12,2,2,0,2,4,8,16249
0,0,12,2,2,0,1,2,8,19341
0,0,6,2,2,0,2,5,14,12862
0,0,6,2,2,0,1,6,16,15781
0,0,6,2,2,0,1,2,15,15345
0,0,6,2,2,0,1,6,8,15588
0,0,6,2,2,0,5,6,9,8673
0,0,6,2,2,0,1,2,5,19218
0,0,6,2,2,0,5,9,14,7168
0,0,6,2,2,0,2,5,12,10000
0,0,6,2,2,0,1,2,8,11602
0,0,6,2,2,0,6,11,16,16110
0,0,0,1,2,1,1,2,14,15751
0,2,4,1,2,1,1,15,16,19525
0,0,1,1,3,1,1,5,6,11893
0,0,20,2,3,1,1,2,15,11720
0,0,20,2,3,1,1,11,15,15736
0,2,3,2,3,0,1,15,16,19270
0,2,3,2,3,0,1,8,15,11503
0,2,3,2,3,0,1,11,15,11961
0,2,3,2,3,0,1,2,6,8125
0,2,3,2,3,0,10,15,16,13973
0,2,3,2,3,0,2,4,5,9687
0,2,3,2,3,0,1,15,16,8042
0,2,3,2,3,0,1,15,16,7679
0,2,3,2,3,0,1,5,8,11537
0,2,3,2,3,0,1,2,8,11813
0,2,3,2,3,0,5,8,14,5198
0,3,15,2,4,1,1,6,16,11960
0,3,15,2,4,1,6,10,13,20213
0,3,15,2,4,1,1,15,16,15912
0,3,15,2,4,1,8,12,17,5925
0,3,15,2,4,1,1,2,6,8080
0,3,15,2,4,1,1,15,17,15284
0,3,15,2,4,1,1,15,16,4457
0,3,15,2,4,1,1,8,16,11591
1,0,15,2,4,0,1,6,16,15770
1,0,15,2,4,0,2,15,16,9782
0,2,4,2,2,1,1,8,13,15522
1,3,1,2,2,0,1,15,16,11667
1,3,1,2,2,0,1,15,16,19348
1,3,1,2,2,0,1,5,18,15797
1,3,1,2,2,0,1,2,16,11412
1,3,1,2,2,0,1,2,15,7903
1,3,1,2,2,0,1,2,5,7615
1,3,1,2,2,0,2,4,9,16203
1,3,1,2,2,0,2,4,9,6577
1,3,1,2,2,0,2,4,9,12957
1,3,1,2,2,0,1,2,4,11757
1,3,1,2,2,0,3,4,5,13361
1,3,1,2,2,0,4,5,8,3518
1,3,1,2,2,0,4,5,12,810
1,3,1,2,2,0,4,5,18,2833
1,3,1,2,2,0,4,5,9,2120
1,3,1,2,2,0,6,8,16,4069
0,6,11,0,4,1,1,6,15,15863
0,6,11,0,4,1,1,2,6,15916
0,3,6,2,2,0,1,8,17,19395
0,0,2,2,0,0,8,13,16,5892
0,0,18,2,2,0,8,14,17,9948
0,0,18,2,2,0,1,5,6,11711
0,3,3,2,2,0,8,14,17,7857
0,3,3,2,2,0,5,8,12,7125
0,3,3,2,2,0,5,14,17,8870
0,3,3,2,2,0,1,5,15,7669
0,3,3,2,2,0,1,2,16,15390
0,3,3,2,2,0,1,2,18,15166
0,3,3,2,2,0,1,15,17,19694
0,3,3,2,2,0,1,2,15,15733
0,3,3,2,2,0,1,2,11,15362
0,1,0,2,1,1,1,2,11,11456
0,1,0,2,1,1,1,2,9,8258
0,1,0,2,1,1,1,2,15,11833
0,1,0,2,1,1,1,14,16,4400
0,1,0,2,1,1,6,8,10,8622
0,1,0,2,1,1,1,15,18,3871
0,0,6,2,4,1,2,5,15,10061
0,0,6,2,4,1,6,8,14,16647
0,0,6,2,4,1,1,2,15,11848
0,0,6,2,4,1,2,4,5,16330
0,0,6,2,4,1,5,8,14,7172
0,0,6,2,4,1,1,5,18,19556
0,0,6,2,4,1,4,8,9,1457
0,0,6,2,4,1,1,2,9,4053
0,0,6,2,4,1,1,2,14,15245
0,0,6,2,4,1,1,14,16,11818
0,0,18,1,3,1,1,5,8,15245
0,0,18,1,3,1,1,2,14,15519
0,0,18,1,3,1,1,5,6,15721
0,0,18,1,3,1,2,4,9,13303
0,1,6,1,2,1,2,8,14,13149
0,1,6,1,2,1,1,2,16,15167
0,0,7,1,2,0,1,14,16,7767
0,0,7,1,2,0,3,4,5,10905
0,0,7,1,2,0,1,5,18,15493
0,0,7,1,2,0,1,2,11,8069
0,0,7,1,2,0,1,2,16,15208
0,0,7,1,2,0,6,8,16,12227
0,0,7,1,2,0,1,2,15,15438
0,0,7,1,2,0,6,8,16,12582
0,6,0,0,2,1,1,8,17,15345
0,6,0,0,2,1,3,4,12,10923
0,6,0,0,2,1,2,4,8,12954
0,6,0,0,2,1,1,6,8,19510
0,6,0,0,2,1,4,9,15,1395
0,6,0,0,2,1,1,8,17,12033
0,6,0,0,2,1,5,6,9,5469
0,6,0,0,2,1,6,10,13,15939
0,6,0,0,2,1,1,2,18,7882
0,6,0,0,2,1,1,13,14,8313
0,6,0,0,2,1,1,15,16,7828
1,6,5,1,2,1,1,11,15,19400
1,6,5,1,2,1,1,15,16,11728
0,6,20,1,1,1,8,14,17,9927
0,6,20,1,1,1,1,2,15,15196
0,0,15,1,3,0,1,8,17,18977
0,0,15,1,3,0,5,6,13,6875
0,0,15,1,3,0,5,8,14,5187
0,0,17,1,4,1,1,15,16,11888
1,3,2,0,4,0,1,4,9,12028
1,3,2,0,4,0,1,11,15,11824
1,3,2,0,4,0,8,14,16,9701
1,3,2,0,4,0,5,14,16,8690
0,0,15,1,0,0,1,6,15,15249
0,3,17,2,4,1,8,14,17,9976
0,3,17,2,4,1,5,12,14,5270
0,3,17,2,4,1,1,11,15,8034
0,3,17,2,4,1,5,6,9,3563
0,3,17,2,4,1,5,8,17,7043
0,3,1,1,3,0,1,2,9,15375
0,3,1,1,3,0,1,2,8,15350
0,0,20,2,1,0,1,2,14,11693
0,0,20,2,1,0,4,5,8,2054
0,0,20,2,1,0,3,4,5,11076
0,5,14,0,0,0,5,6,16,3609
0,5,14,0,0,0,1,2,5,8044
0,5,14,0,0,0,5,12,14,5356
0,5,14,0,0,0,1,15,17,19032
0,5,14,0,0,0,1,2,15,19068
1,0,6,0,2,0,1,8,14,15521
1,0,6,0,2,0,1,6,16,15740
1,0,6,0,2,0,1,2,14,15662
1,0,6,0,2,0,5,8,14,6946
1,0,6,0,2,0,1,2,8,11434
1,0,6,0,2,0,2,3,4,6548
1,4,10,2,3,0,2,4,9,12898
1,4,10,2,3,0,2,4,9,3340
1,4,10,2,3,0,2,4,8,16338
1,4,10,2,3,0,8,13,16,10008
0,0,3,2,1,1,1,2,6,7586
0,0,3,2,1,1,4,5,12,3438
0,0,3,2,1,1,1,2,15,4385
0,0,3,2,1,1,1,5,12,4288
0,0,3,2,1,1,1,6,15,11641
0,0,3,2,1,1,1,2,15,4435
0,0,7,0,2,0,3,4,5,13428
0,0,7,0,2,0,5,6,13,8637
0,0,7,0,2,0,1,15,16,15513
0,0,7,0,2,0,5,8,14,5143
0,0,7,0,2,0,4,5,8,1389
0,0,7,0,2,0,1,8,17,19607
0,0,7,0,2,0,1,6,15,15715
0,0,7,0,2,0,2,3,10,13016
0,0,7,0,2,0,3,4,5,10771
0,0,7,0,2,0,2,4,5,16503
0,5,6,1,2,1,4,5,9,788
0,5,6,1,2,1,1,8,17,19504
0,5,6,1,2,1,2,5,8,12746
0,0,17,0,3,1,10,13,16,18930
0,0,17,0,3,1,5,6,13,8584
0,0,17,0,3,1,1,5,8,15834
0,0,4,1,3,0,5,6,13,8579
0,0,17,1,4,0,4,5,8,2851
0,0,17,1,4,0,6,8,16,8274
0,0,17,1,4,0,1,2,16,15694
0,3,7,1,1,0,1,6,8,11546
0,3,7,1,1,0,1,2,15,15736
0,3,17,1,0,0,4,5,12,1382
0,2,4,1,4,0,8,14,17,8054
0,4,10,1,2,0,1,2,11,15512
0,4,10,1,2,0,1,11,15,11477
0,4,10,1,2,0,11,13,16,1538
0,2,16,1,2,0,5,8,18,6920
0,2,16,1,2,0,8,13,15,7889
0,2,16,1,2,0,5,8,14,8783
0,2,16,1,2,0,6,8,16,4381
0,2,16,1,2,0,1,5,15,11749
0,2,16,1,2,0,1,15,17,15908
1,0,0,2,2,0,1,2,9,15435
1,0,0,2,2,0,1,2,15,15799
1,6,7,1,4,1,1,6,8,7932
0,6,18,2,4,1,1,11,15,19117
0,6,18,2,4,1,1,2,16,15336
0,6,18,2,4,1,1,2,15,15193
0,6,18,2,4,1,3,4,5,11009
0,3,14,2,2,0,1,15,16,19547
0,3,14,2,2,0,1,2,14,7702
0,3,14,2,2,0,1,15,17,11538
0,0,15,2,2,0,1,14,17,8325
0,0,15,2,2,0,1,2,5,19348
0,0,15,2,2,0,1,2,16,19595
0,0,15,2,2,0,1,5,6,18963
0,0,15,2,2,0,1,2,15,15163
0,0,15,2,2,0,2,8,14,13025
0,0,15,2,2,0,5,15,18,8747
0,0,15,2,2,0,5,11,12,3627
0,0,15,2,2,0,2,4,8,16367
0,0,15,2,2,0,2,9,14,12712
0,0,15,2,2,0,1,2,8,15881
0,0,15,2,2,0,2,5,12,12699
0,0,15,2,2,0,10,14,16,23282
0,0,15,2,2,0,5,8,14,7035
0,0,15,2,2,0,6,8,10,12301
0,0,15,2,2,0,1,5,6,15876
0,3,7,0,3,0,1,2,15,19633
0,3,7,0,3,0,1,14,16,11546
0,3,7,0,3,0,1,6,8,15291
0,3,7,0,3,0,1,5,18,15493
0,3,7,0,3,0,1,8,17,15165
0,2,4,2,1,0,11,13,16,4691
0,2,4,2,1,0,6,8,16,20257
0,2,4,2,1,0,4,9,15,2064
0,2,4,2,1,0,1,8,17,11416
0,2,4,2,1,0,1,2,14,11643
0,2,4,2,1,0,1,8,16,15335
0,0,3,1,4,0,4,5,12,2159
0,0,3,1,4,0,1,5,6,11994
0,0,3,1,4,0,13,15,16,579
0,0,3,1,4,0,1,6,8,15735
0,1,1,1,3,0,1,6,16,15361
0,1,1,1,3,0,1,8,17,19693
0,6,7,2,4,0,1,2,8,19156
0,6,7,2,4,0,4,9,15,2102
0,2,19,1,1,0,1,8,17,19666
0,2,19,1,1,0,1,5,15,11877
0,2,19,1,1,0,5,13,16,7178
1,0,4,1,2,0,2,4,8,15906
0,0,18,1,2,1,1,2,15,15743
0,0,18,1,2,1,1,2,15,15299
0,0,17,2,2,0,2,5,8,9848
0,0,17,2,2,0,1,2,15,11887
0,0,17,2,2,0,1,6,15,15882
0,1,17,2,2,1,3,4,12,13526
0,1,17,2,2,1,2,4,15,16331
0,1,17,2,2,1,1,2,14,11737
0,1,17,2,2,1,1,2,16,11510
0,1,17,2,2,1,1,2,14,15775
0,1,17,2,2,1,1,5,15,11958
0,3,6,1,2,0,1,13,16,15538
0,3,6,2,1,1,1,5,18,19390
0,3,6,2,1,1,1,2,5,15619
0,3,6,2,1,1,1,2,5,15889
0,3,6,2,1,1,1,2,5,15459
0,3,6,2,1,1,1,16,17,15748
0,3,6,2,1,1,1,2,15,15476
0,6,7,1,3,1,2,8,18,9760
0,6,7,1,3,1,8,14,17,9721
0,6,7,1,3,1,4,5,9,2148
0,0,17,1,3,0,1,2,9,19102
0,0,17,1,3,0,1,15,16,19434
0,6,4,1,3,0,6,11,13,15973
0,6,4,1,3,0,8,13,16,8100
0,0,7,1,2,0,1,5,8,15768
0,0,7,2,2,1,2,3,15,12880
0,0,7,2,2,1,1,15,16,15661
0,5,14,2,2,1,1,8,17,11912
0,5,14,2,2,1,3,4,12,8352
0,5,14,2,2,1,1,8,17,19521
0,5,14,2,2,1,1,6,8,11836
0,5,14,2,2,1,1,2,15,11784
0,0,0,2,1,0,1,2,16,7689
0,0,0,2,1,0,4,5,9,2143
0,0,0,2,1,0,2,4,8,9711
0,3,17,2,3,0,1,2,15,15457
0,3,17,2,3,0,6,8,14,16475
0,3,17,2,3,0,8,14,16,6079
0,3,17,2,3,0,1,2,16,11607
0,3,17,2,3,0,3,4,12,13502
0,3,17,2,3,0,8,14,17,7851
0,3,17,2,3,0,2,5,15,13036
0,3,17,2,3,0,8,13,16,7965
1,0,5,1,3,0,1,15,16,19571
0,2,4,1,4,0,1,2,15,15277
0,2,4,1,4,0,1,15,16,11700
0,2,4,1,4,0,1,8,9,8094
1,3,7,1,4,0,1,2,6,15879
0,0,0,2,4,0,4,8,9,2861
0,0,0,2,4,0,1,2,15,15447
0,0,0,2,4,0,2,4,5,9883
0,0,0,2,4,0,1,5,6,12108
0,1,17,2,4,1,1,2,9,15512
0,1,17,2,4,1,1,2,14,15479
0,1,17,1,2,0,8,15,16,8024
0,1,17,1,2,0,2,4,8,16098
0,1,17,1,2,0,1,2,5,8085
0,5,20,2,2,0,1,8,14,11848
0,5,20,2,2,0,1,15,16,15396
0,5,20,2,2,0,1,2,15,15192
0,5,20,2,2,0,1,5,6,15907
0,5,20,2,2,0,2,6,15,13266
1,4,10,0,2,0,2,4,5,9731
1,1,9,1,2,1,3,4,5,10926
1,1,9,1,2,1,6,8,16,16150
0,3,20,0,1,1,1,15,16,4498
0,3,20,0,1,1,1,15,16,7623
0,6,0,2,4,1,8,14,17,4033
0,6,0,2,4,1,1,6,16,7580
0,0,20,2,2,0,1,11,15,18997
0,0,20,2,2,0,1,15,16,15880
0,0,20,2,2,0,1,2,15,4374
0,0,20,2,2,0,8,13,15,9861
0,0,20,2,2,0,1,14,15,11458
0,0,20,2,2,0,5,8,12,7075
0,0,20,2,2,0,2,4,5,16447
1,6,6,1,1,1,6,8,14,20679
1,6,6,1,1,1,2,8,18,16443
0,6,7,1,1,1,1,6,8,19027
0,3,7,1,2,1,4,5,8,3520
0,3,7,1,2,1,3,5,16,13500
1,2,11,1,2,0,5,11,12,8824
0,3,0,1,2,0,2,5,8,16328
0,3,17,1,3,0,1,15,16,15722
0,3,17,1,3,0,1,5,8,15522
1,3,20,1,4,1,1,6,8,15258
1,3,20,1,4,1,4,8,9,2864
1,0,7,1,3,0,1,5,15,8043
1,0,7,1,3,0,1,5,9,7920
0,0,18,1,4,0,10,15,16,23777
0,0,18,1,4,0,13,15,16,571
0,0,1,2,1,0,6,8,16,4272
0,0,1,2,1,0,1,15,16,19091
0,0,1,2,1,0,1,2,16,15684
0,0,1,2,1,0,1,15,16,7877
0,0,1,2,1,0,1,2,5,3841
0,0,14,1,4,0,5,11,12,8825
0,0,7,2,2,1,1,15,17,11440
0,0,7,2,2,1,1,2,15,4336
0,0,7,2,2,1,1,2,5,11728
0,0,7,2,2,1,5,14,17,1941
0,0,7,2,2,1,1,4,9,4513
0,0,7,2,2,1,4,5,12,2087
0,0,7,2,2,1,2,4,5,12954
0,0,7,2,2,1,11,15,16,2955
0,0,7,2,2,1,5,8,17,2011
0,3,14,1,3,1,10,13,16,23181
0,6,17,1,0,0,5,8,14,8691
